"","bats","temp","humidity","clouds","light","bugs"
"44",30,17.3769090184942,54.2373786382973,0.54910106104777,16.3197399309626,139
"45",20,13.0488949548453,59.8521571974953,0.855941224868999,5.06309189675255,117
"46",15,12.7761212689802,49.7748233332446,0.768200414607155,13.5199407519827,101
"47",2,14.660681989044,65.5973469541268,0.387840395602646,62.4963272549841,112
"48",94,19.3192490050569,66.9823021359829,0.712851593144486,6.59430487447074,190
"49",26,15.3194528073072,54.1409510118049,0.56115722637872,14.8483897132028,136
"50",273,27.1565543068573,62.0244498053234,0.737388787598748,2.23193767476167,290
"51",12,10.916623333469,47.3645905149725,0.747270182941783,2.81653929745239,94
"52",81,18.8440014841035,60.1284200298862,0.794461827260734,1.20413239685334,142
"53",527,25.9784969128668,64.745037520555,0.765677777306963,1.62264813530126,343
"54",0,12.4379851995036,50.7002722025149,0.307296939451476,138.90635395967,105
"55",65,21.2189596751705,56.4608668388454,0.676350929299344,6.94259525230122,146
"56",36,14.1306277923286,53.905489168284,0.644785208068389,4.82563210027923,148
"57",14,12.5506330048665,48.6261106575812,0.621191689929907,7.25943794924371,73
"58",19,25.0661572860554,56.7264476031147,0.406795766306323,56.3598749647251,276
"59",366,27.900907183066,65.9997745816272,0.753533254323079,3.61118164153181,337
"60",61,17.4892555177212,62.084238563025,0.822835534307415,5.98942790501429,171
"61",184,23.3023038925603,60.4255690795183,0.741691732482822,3.95444621006652,241
"62",18,11.8968132184818,54.936634829607,0.784930249228678,4.5605334044947,101
"63",77,17.6793927559629,49.5899792145171,0.854114523130983,4.55188196011665,174
"64",63,15.4876728914678,55.2098630638451,0.859972572297491,1.41743838170625,155
"65",263,26.2928007775918,68.8898367973091,0.762513414118221,10.2160274232089,308
"66",47,18.970326827839,60.4760936386726,0.545446688056384,25.7425815044031,192
"67",36,26.201287060976,66.7296680317207,0.435596772399037,39.8392381912718,266
"68",72,26.2477901903912,63.0442601488644,0.526254716985457,17.2453677276603,249
"69",279,25.8868464222178,61.6383246920499,0.729168384047371,2.14554164935896,282
"70",70,18.7966337520629,53.6759897990383,0.655790504882846,6.09261570206471,165
"71",278,25.089503172785,65.6777361582857,0.782208391396218,5.20373298764896,286
"72",98,22.5844226311892,57.8470495602652,0.784070150674097,11.5803331952219,200
"73",90,24.2036480270326,61.7508608085293,0.487195240155279,26.8111669296387,287
"74",9,10.012495466508,48.7320345055167,0.825923357781581,3.40374612670538,118
"75",99,19.5063314819708,68.7256415081319,0.682776596511666,3.95331954842271,188
"76",19,14.4023777032271,51.1426281947498,0.626788402532412,7.41627911953237,86
"77",49,17.5963307544589,58.7732636158832,0.78719680578697,3.4427472030119,111
"78",172,22.2554200654849,62.6452243133035,0.762577250307495,4.01411831443238,227
"79",30,17.0359581848606,52.22667501421,0.863810557655121,6.89022383066783,115
"80",15,12.2227084869519,51.8661680563339,0.698887381703133,4.89262237040341,103
"81",20,14.8723894543946,62.0951437465113,0.586615684093173,13.0487475013066,107
"82",210,23.3611117489636,65.6186320143597,0.60548666196837,7.66483515020054,270
"83",53,18.3529355935752,58.5591002035399,0.793443637214574,3.06673845744935,121
"84",290,25.7639166805893,63.6514325188912,0.794464581692387,1.272354665984,280
"85",40,12.057292885147,41.7910567774445,0.751360513983688,2.47512252349088,166
"86",0,18.6978548299521,64.354540897023,0.344053600193279,97.780084381341,135
"87",270,29.6991395996884,62.3959392450642,0.841772437782613,8.81440660965865,343
"88",143,27.8610222879797,71.5607598423664,0.698221614739768,5.76879014227067,254
"89",0,27.7293812157586,77.274899061846,0.249260172748968,248.847361118294,308
"90",29,13.5010530054569,46.2815872005979,0.684651158642308,4.87568761857916,144
"91",54,12.613913831301,56.1228355081746,0.776285901076336,2.37493430619523,198
"92",129,23.0620385007933,61.7510510537809,0.573089215568422,11.3100138550675,251
"93",59,16.870329445228,49.0096086495005,0.731116500253225,2.13438559842593,154
"94",185,23.1351625593379,55.5618242904292,0.760650101149434,1.51101433010667,229
"95",85,16.4074648497626,48.3997839818897,0.725934726187983,5.76178896828882,187
"96",53,13.7538223853335,51.099289774482,0.650125042478976,6.80838877696299,180
"97",2,25.6458860263228,58.3371081013433,0.319685988342285,124.714110769459,263
"98",8,11.8718997342512,55.3114835991303,0.682467410098131,10.7349483372471,54
"99",11,19.3355808313936,69.836125534022,0.442356135722644,43.5701828016986,192
"100",56,20.2301091980189,53.794956817843,0.542736310690774,13.5471412111189,167
