"Date","Method","Aedes spp","Agriades glandon","Anthomyiidae","Aphididae","Bolitophilidae","Boloria chariclea","Boloria polaris","Bombus hyperboreus","Bombus polaris","Bombus spp","Braconidae","Caliphoridae","Cephidae","Chironomidae","Colias hecla","Culicidae","Dolichopus spp","Drymeia spp","Eupeodes curtus","Eupeodes lapponicus","Eupeodes nigroventris","Gynaephora groenlandica","Heleomyzidae","Helophilus groenlandicus","Helophilus lapponicus","Ichneumonidae","Lasionycta leucocycla","Lycaena phlaeas","Melangyna arctica","Muscidae","Mycetophilidae","Phaonia spp","Platycheirus carinatus","Platycheirus groenlandicus","Platycheirus spp","Polia richardsoni","Psychophora sabini","Rhamphomyia spp","Scathophagidae","Sciaridae","Spilogona spp","Sympistis nigrita","Syngrapha paralis","Syrphidae","Trichoceridae"
"181","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","Netting Control",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,1,1,0,0,1,0,0,0,0,0,1,0
"182","Bowl Trap Control",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,79,0,0,0,0,0,0,0,23,0,0,0,0,1,204,1,1,10,0,0,2,0,0,8,0,0,0,0
"182","Bowl Trap OTC",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,0,0,0,0,0,0,0,5,0,0,0,0,0,242,0,0,0,0,0,0,0,0,1,0,0,0,0
"182","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0
"184","Bowl Trap Control",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,27,0,0,0,0,0,122,1,0,1,0,0,1,0,0,7,0,0,0,0
"184","Bowl Trap OTC",1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,1,0,0,83,0,0,1,0,0,2,0,0,1,0,0,0,0
"184","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0
"186","Bowl Trap Control",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,21,0,0,0,0,0,138,1,0,2,1,0,2,1,0,5,1,0,0,0
"186","Bowl Trap OTC",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,88,0,0,0,0,0,2,0,0,0,0,0,0,0
"186","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Netting Control",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,38,0,40,0,0,1,0,0,1,0,0,0,1,0,0,0
"188","Bowl Trap Control",10,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,2,8,0,0,0,0,0,0,0,45,0,0,0,0,0,175,0,0,2,5,0,1,0,0,2,1,0,0,0
"188","Bowl Trap OTC",9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,1,0,0,0,0,129,0,0,0,0,0,1,0,0,0,0,0,0,0
"188","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","Netting Control",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,1,21,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0
"190","Bowl Trap Control",5,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,9,7,1,0,0,0,0,0,0,22,0,0,0,0,0,78,0,0,4,1,0,2,0,0,1,0,0,0,0
"190","Bowl Trap OTC",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,1,0,0,0,0,54,0,0,0,1,0,0,0,0,0,1,1,0,0
"190","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","Netting Control",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,8,4,0,1,0,0,0,0,1,0,1,3,26,0,17,0,0,7,0,0,0,0,0,0,0,0,19,0
"192","Bowl Trap Control",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,5,0,0,0,0,0,0,0,95,0,1,0,0,0,79,0,0,1,4,0,0,0,0,3,5,0,0,0
"192","Bowl Trap OTC",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,4,0,1,0,0,0,65,0,0,0,0,0,0,0,0,0,2,0,0,0
"192","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,1,2,0,0,0,0,1,0,0,4,30,0,3,0,0,3,0,0,0,0,0,0,0,0,23,0
"194","Bowl Trap Control",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,0,22,1,0,0,0,0,25,0,0,0,0,0,0,0,0,1,4,0,0,0
"194","Bowl Trap OTC",1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,43,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,5,0,0,0
"194","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","Netting Control",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0,2,0,0,0,0,0,0,0,0,18,0
"196","Bowl Trap Control",2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,10,13,0,0,1,0,0,0,0,44,0,0,0,0,0,30,0,0,2,1,1,0,0,0,0,6,0,0,0
"196","Bowl Trap OTC",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,5,0,0,0,0,1,22,0,0,0,0,0,0,0,0,0,7,0,0,0
"196","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","Netting Control",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,22,1,2,0,0,0,0,0,0,0,1,2,0,2,0,0,7,0,0,0,0,0,0,0,0,19,0
"198","Bowl Trap Control",0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,40,5,1,0,0,0,0,0,0,53,0,0,0,0,0,42,0,0,1,0,1,0,0,0,2,11,0,0,0
"198","Bowl Trap OTC",0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,14,2,0,0,1,0,0,0,0,7,0,0,0,0,0,17,0,0,2,0,0,0,0,0,1,4,0,0,0
"198","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","Netting Control",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
"200","Bowl Trap Control",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,56,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,15,0,0,0
"200","Bowl Trap OTC",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,14,0,0,0
"200","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Netting Control",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"202","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,5,1,0,0,0,5,9,0,0,2,1,1,0,0,0,0,9,0,0,0
"202","Bowl Trap OTC",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"202","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Netting Control",0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Bowl Trap Control",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,3,0,0,0,0,1,0,0,19,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,2,0,0,0
"204","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Netting Control",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","Netting Control",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"212","Bowl Trap Control",0,0,3,0,0,1,0,0,0,0,0,0,0,7,0,0,3,23,1,0,0,0,0,0,0,37,0,1,0,0,0,29,0,0,0,0,0,0,0,1,5,6,1,0,1
"212","Bowl Trap OTC",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,4,0,0,0
"212","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","Netting Control",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"214","Bowl Trap Control",0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,7,6,2,0,0,0,0,0,0,16,0,0,0,0,1,18,0,0,0,0,2,0,0,0,4,5,0,0,0
"214","Bowl Trap OTC",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0
"214","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"217","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,12,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,9,0,0,0
"217","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Bowl Trap Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Bowl Trap OTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","Bowl Trap Control",0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,1,0,0,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","Bowl Trap OTC",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","Netting Control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
